Date,Time,Outlet_Name,Outlet_Location,Total_Price
23/02/2023,23:34,Outlet A,," Rp 1,897,000 "
23/02/2023,23:34,Outlet A,," Rp 1,897,000 "
23/02/2023,23:34,Outlet A,," Rp 1,897,000 "
23/02/2023,23:34,Outlet A,," Rp 1,897,000 "
23/02/2023,21:42,Outlet C,Location A," Rp 35,000 "
23/02/2023,21:42,Outlet D,Location A," Rp 30,000 "
23/02/2023,21:41,Outlet C,Location A," Rp 35,000 "
23/02/2023,21:38,Outlet E,Location A," Rp 22,200 "
23/02/2023,21:37,Outlet F,," Rp 40,000 "
23/02/2023,21:37,Outlet G,," Rp 556,699 "
23/02/2023,21:37,Outlet H,," Rp 60,000 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:35,Outlet B,," Rp 429,200 "
23/02/2023,21:34,Outlet B,," Rp 113,500 "
23/02/2023,21:34,Outlet B,," Rp 113,500 "
23/02/2023,21:34,Outlet I,," Rp 39,000 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet B,," Rp 592,400 "
23/02/2023,21:33,Outlet J,," Rp 135,000 "
23/02/2023,21:33,Outlet K,," Rp 9,500 "
23/02/2023,21:27,Outlet K,," Rp 19,000 "
23/02/2023,21:27,Outlet I,," Rp 33,000 "
23/02/2023,21:26,Outlet G,," Rp 28,300 "
23/02/2023,21:26,Outlet L,," Rp 43,000 "
23/02/2023,21:24,Outlet M,," Rp 36,000 "
23/02/2023,21:23,Outlet N,," Rp 50,000 "
23/02/2023,21:22,Outlet O,," Rp 110,000 "
23/02/2023,21:22,Outlet O,," Rp 110,000 "
23/02/2023,21:22,Outlet I,," Rp 33,000 "
23/02/2023,21:21,Outlet P,," Rp 75,000 "
23/02/2023,21:21,Outlet Q,," Rp 46,000 "
23/02/2023,21:21,Outlet F,," Rp 40,000 "
23/02/2023,21:20,Outlet G,," Rp 232,600 "
23/02/2023,21:20,Outlet S,," Rp 123,750 "
23/02/2023,21:19,Outlet D,Location A," Rp 20,000 "
23/02/2023,21:18,Outlet T,," Rp 44,000 "
23/02/2023,21:18,Outlet Q,," Rp 23,000 "
23/02/2023,21:17,Outlet R,," Rp 39,500 "
23/02/2023,21:16,Outlet Q,," Rp 52,000 "
23/02/2023,21:16,Outlet R,," Rp 39,500 "
23/02/2023,21:16,Outlet M,," Rp 39,000 "
23/02/2023,21:14,Outlet J,," Rp 135,000 "
23/02/2023,21:13,Outlet Q,," Rp 23,000 "
23/02/2023,21:11,Outlet U,," Rp 74,999 "
23/02/2023,21:09,Outlet U,," Rp 74,999 "
23/02/2023,21:09,Outlet F,," Rp 50,000 "
23/02/2023,21:09,Outlet I,," Rp 26,000 "
23/02/2023,21:07,Outlet V,," Rp 1,000,450 "
23/02/2023,21:07,Outlet T,," Rp 44,000 "
23/02/2023,21:04,Outlet W,,
23/02/2023,21:03,Outlet W,,
23/02/2023,21:03,Outlet W,,
23/02/2023,21:03,Outlet X,," Rp 79,200 "
23/02/2023,21:01,Outlet W,,
23/02/2023,21:01,Outlet Y,," Rp 49,087 "
23/02/2023,21:00,Outlet K,," Rp 27,000 "
23/02/2023,21:00,Outlet K,," Rp 27,000 "
23/02/2023,20:59,Outlet G,," Rp 151,800 "
23/02/2023,20:58,Outlet Z,," Rp 717,100 "
23/02/2023,20:58,Outlet Q,," Rp 52,000 "
23/02/2023,20:57,Outlet G,," Rp 235,400 "
23/02/2023,20:57,Outlet V,," Rp 1,033,406 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet B,," Rp 324,000 "
23/02/2023,20:57,Outlet Y,," Rp 17,325 "
23/02/2023,20:56,Outlet AA,Location B," Rp 24,900 "
23/02/2023,20:56,Outlet R,," Rp 34,000 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet B,," Rp 296,800 "
23/02/2023,20:55,Outlet V,," Rp 859,210 "
23/02/2023,20:54,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:54,Outlet R,," Rp 17,000 "
23/02/2023,20:54,Outlet AA,Location B," Rp 45,000 "
23/02/2023,20:54,Outlet AA,Location B," Rp 45,000 "
23/02/2023,20:54,Outlet Y,," Rp 17,325 "
23/02/2023,20:54,Outlet V,," Rp 2,185,671 "
23/02/2023,20:53,Outlet I,," Rp 74,000 "
23/02/2023,20:53,Outlet I,," Rp 74,000 "
23/02/2023,20:53,Outlet S,," Rp 123,750 "
23/02/2023,20:52,Outlet T,," Rp 32,000 "
23/02/2023,20:52,Outlet AB,," Rp 55,000 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:52,Outlet B,," Rp 663,400 "
23/02/2023,20:51,Outlet Q,," Rp 46,000 "
23/02/2023,20:51,Outlet A,," Rp 63,000 "
23/02/2023,20:51,Outlet Z,," Rp 425,600 "
23/02/2023,20:50,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:50,Outlet AC,," Rp 50,000 "
23/02/2023,20:50,Outlet AC,," Rp 50,000 "
23/02/2023,20:50,Outlet AC,," Rp 50,000 "
23/02/2023,20:50,Outlet B,," Rp 79,200 "
23/02/2023,20:50,Outlet B,," Rp 79,200 "
23/02/2023,20:50,Outlet V,," Rp 2,129,485 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:50,Outlet B,," Rp 475,400 "
23/02/2023,20:49,Outlet AD,," Rp 59,400 "
23/02/2023,20:49,Outlet AD,," Rp 59,400 "
23/02/2023,20:49,Outlet C,Location A," Rp 35,000 "
23/02/2023,20:48,Outlet I,," Rp 37,000 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:48,Outlet B,," Rp 418,600 "
23/02/2023,20:47,Outlet S,," Rp 106,250 "
23/02/2023,20:47,Outlet G,," Rp 66,000 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet B,," Rp 515,600 "
23/02/2023,20:46,Outlet V,," Rp 65,000 "
23/02/2023,20:46,Outlet X,," Rp 178,200 "
23/02/2023,20:46,Outlet X,," Rp 178,200 "
23/02/2023,20:45,Outlet AE,," Rp 11,000 "
23/02/2023,20:45,Outlet G,," Rp 354,200 "
23/02/2023,20:45,Outlet G,," Rp 152,999 "
23/02/2023,20:45,Outlet AE,," Rp 5,500 "
23/02/2023,20:44,Outlet B,," Rp 298,000 "
23/02/2023,20:44,Outlet B,," Rp 298,000 "
23/02/2023,20:44,Outlet B,," Rp 298,000 "
23/02/2023,20:44,Outlet B,," Rp 298,000 "
23/02/2023,20:44,Outlet B,," Rp 298,000 "
23/02/2023,20:44,Outlet J,," Rp 39,000 "
23/02/2023,20:44,Outlet AF,," Rp 240,000 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:44,Outlet B,," Rp 378,400 "
23/02/2023,20:42,Outlet AG,," Rp 52,000 "
23/02/2023,20:42,Outlet B,," Rp 61,500 "
23/02/2023,20:42,Outlet W,," Rp 22,000 "
23/02/2023,20:41,Outlet G,," Rp 22,000 "
23/02/2023,20:40,Outlet Q,," Rp 23,000 "
23/02/2023,20:40,Outlet D,Location A," Rp 40,000 "
23/02/2023,20:40,Outlet D,Location A," Rp 40,000 "
23/02/2023,20:40,Outlet D,Location A," Rp 30,000 "
23/02/2023,20:40,Outlet D,Location A," Rp 30,000 "
23/02/2023,20:39,Outlet AH,," Rp 12,000 "
23/02/2023,20:39,Outlet G,," Rp 403,700 "
23/02/2023,20:38,Outlet D,Location A," Rp 20,000 "
23/02/2023,20:38,Outlet D,Location A," Rp 20,000 "
23/02/2023,20:37,Outlet I,," Rp 195,000 "
23/02/2023,20:37,Outlet I,," Rp 195,000 "
23/02/2023,20:37,Outlet I,," Rp 195,000 "
23/02/2023,20:37,Outlet I,," Rp 195,000 "
23/02/2023,20:37,Outlet I,," Rp 195,000 "
23/02/2023,20:37,Outlet J,," Rp 104,000 "
23/02/2023,20:36,Outlet Q,," Rp 43,000 "
23/02/2023,20:36,Outlet Q,," Rp 43,000 "
23/02/2023,20:36,Outlet U,," Rp 49,999 "
23/02/2023,20:36,Outlet AG,," Rp 110,000 "
23/02/2023,20:36,Outlet D,Location A," Rp 30,000 "
23/02/2023,20:35,Outlet I,," Rp 129,000 "
23/02/2023,20:35,Outlet I,," Rp 129,000 "
23/02/2023,20:35,Outlet I,," Rp 129,000 "
23/02/2023,20:35,Outlet I,," Rp 129,000 "
23/02/2023,20:35,Outlet AI,," Rp 40,000 "
23/02/2023,20:35,Outlet J,," Rp 95,000 "
23/02/2023,20:34,Outlet I,," Rp 35,000 "
23/02/2023,20:34,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:34,Outlet F,," Rp 50,000 "
23/02/2023,20:33,Outlet AJ,," Rp 210,000 "
23/02/2023,20:33,Outlet E,Location A," Rp 55,500 "
23/02/2023,20:33,Outlet O,," Rp 200,000 "
23/02/2023,20:33,Outlet O,," Rp 200,000 "
23/02/2023,20:31,Outlet AK,," Rp 100,000 "
23/02/2023,20:31,Outlet AK,," Rp 100,000 "
23/02/2023,20:31,Outlet G,," Rp 22,000 "
23/02/2023,20:31,Outlet AK,," Rp 100,000 "
23/02/2023,20:31,Outlet G,," Rp 140,500 "
23/02/2023,20:31,Outlet R,," Rp 8,500 "
23/02/2023,20:30,Outlet AK,," Rp 100,000 "
23/02/2023,20:30,Outlet G,," Rp 112,500 "
23/02/2023,20:30,Outlet AK,," Rp 100,000 "
23/02/2023,20:29,Outlet K,," Rp 24,000 "
23/02/2023,20:29,Outlet K,," Rp 24,000 "
23/02/2023,20:29,Outlet Q,," Rp 48,000 "
23/02/2023,20:29,Outlet Q,," Rp 48,000 "
23/02/2023,20:28,Outlet K,," Rp 24,000 "
23/02/2023,20:28,Outlet K,," Rp 24,000 "
23/02/2023,20:28,Outlet Q,," Rp 65,000 "
23/02/2023,20:28,Outlet Q,," Rp 65,000 "
23/02/2023,20:28,Outlet AC,," Rp 18,000 "
23/02/2023,20:28,Outlet AA,Location B," Rp 24,900 "
23/02/2023,20:27,Outlet S,," Rp 123,750 "
23/02/2023,20:27,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:27,Outlet AL,," Rp 337,440 "
23/02/2023,20:27,Outlet AL,," Rp 337,440 "
23/02/2023,20:27,Outlet AL,," Rp 337,440 "
23/02/2023,20:27,Outlet E,Location A," Rp 22,200 "
23/02/2023,20:27,Outlet G,," Rp 51,500 "
23/02/2023,20:27,Outlet AB,," Rp 30,000 "
23/02/2023,20:26,Outlet AL,," Rp 295,260 "
23/02/2023,20:26,Outlet AL,," Rp 295,260 "
23/02/2023,20:26,Outlet AE,," Rp 44,000 "
23/02/2023,20:26,Outlet AE,," Rp 44,000 "
23/02/2023,20:26,Outlet AE,," Rp 44,000 "
23/02/2023,20:26,Outlet S,," Rp 123,750 "
23/02/2023,20:25,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:25,Outlet AL,," Rp 42,180 "
23/02/2023,20:25,Outlet Q,," Rp 46,000 "
23/02/2023,20:24,Outlet G,," Rp 215,600 "
23/02/2023,20:24,Outlet AM,," Rp 46,000 "
23/02/2023,20:24,Outlet AM,," Rp 46,000 "
23/02/2023,20:23,Outlet D,Location A," Rp 20,000 "
23/02/2023,20:22,Outlet AA,Location B," Rp 24,900 "
23/02/2023,20:22,Outlet Q,," Rp 23,000 "
23/02/2023,20:22,Outlet T,," Rp 93,000 "
23/02/2023,20:22,Outlet T,," Rp 93,000 "
23/02/2023,20:22,Outlet S,," Rp 123,750 "
23/02/2023,20:22,Outlet E,Location A," Rp 44,400 "
23/02/2023,20:22,Outlet T,," Rp 49,000 "
23/02/2023,20:21,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:21,Outlet V,," Rp 64,735 "
23/02/2023,20:20,Outlet F,," Rp 50,000 "
23/02/2023,20:20,Outlet L,," Rp 43,000 "
23/02/2023,20:20,Outlet T,," Rp 135,000 "
23/02/2023,20:20,Outlet T,," Rp 135,000 "
23/02/2023,20:20,Outlet T,," Rp 135,000 "
23/02/2023,20:20,Outlet AD,," Rp 49,500 "
23/02/2023,20:20,Outlet AL,," Rp 42,180 "
23/02/2023,20:19,Outlet G,," Rp 123,200 "
23/02/2023,20:19,Outlet AI,," Rp 40,000 "
23/02/2023,20:18,Outlet AN,," Rp 30,000 "
23/02/2023,20:18,Outlet L,," Rp 48,000 "
23/02/2023,20:18,Outlet AH,," Rp 24,000 "
23/02/2023,20:18,Outlet I,," Rp 39,000 "
23/02/2023,20:17,Outlet S,," Rp 123,750 "
23/02/2023,20:17,Outlet Q,," Rp 52,000 "
23/02/2023,20:17,Outlet M,," Rp 36,000 "
23/02/2023,20:16,Outlet Y,," Rp 26,400 "
23/02/2023,20:16,Outlet T,," Rp 91,000 "
23/02/2023,20:16,Outlet T,," Rp 91,000 "
23/02/2023,20:16,Outlet AM,," Rp 39,000 "
23/02/2023,20:16,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:15,Outlet U,," Rp 74,999 "
23/02/2023,20:15,Outlet AO,," Rp 16,500 "
23/02/2023,20:15,Outlet O,," Rp 100,000 "
23/02/2023,20:15,Outlet D,Location A," Rp 7,000 "
23/02/2023,20:14,Outlet AP,," Rp 94,350 "
23/02/2023,20:14,Outlet AP,," Rp 94,350 "
23/02/2023,20:14,Outlet AB,," Rp 55,000 "
23/02/2023,20:13,Outlet AM,," Rp 43,000 "
23/02/2023,20:13,Outlet I,," Rp 70,000 "
23/02/2023,20:13,Outlet I,," Rp 70,000 "
23/02/2023,20:12,Outlet T,," Rp 7,000 "
23/02/2023,20:11,Outlet T,," Rp 89,000 "
23/02/2023,20:11,Outlet T,," Rp 89,000 "
23/02/2023,20:11,Outlet Q,," Rp 46,000 "
23/02/2023,20:10,Outlet S,," Rp 118,750 "
23/02/2023,20:10,Outlet D,Location A," Rp 67,000 "
23/02/2023,20:10,Outlet D,Location A," Rp 67,000 "
23/02/2023,20:10,Outlet D,Location A," Rp 67,000 "
23/02/2023,20:09,Outlet AH,," Rp 24,000 "
23/02/2023,20:09,Outlet G,," Rp 70,000 "
23/02/2023,20:09,Outlet S,," Rp 123,750 "
23/02/2023,20:09,Outlet AP,," Rp 2,775 "
23/02/2023,20:09,Outlet E,Location A," Rp 22,200 "
23/02/2023,20:08,Outlet Z,," Rp 233,200 "
23/02/2023,20:08,Outlet Z,," Rp 233,200 "
23/02/2023,20:08,Outlet Z,," Rp 233,200 "
23/02/2023,20:08,Outlet C,Location A," Rp 35,000 "
23/02/2023,20:08,Outlet V,," Rp 188,320 "
23/02/2023,20:08,Outlet S,," Rp 118,750 "
23/02/2023,20:08,Outlet AL,," Rp 64,380 "
23/02/2023,20:08,Outlet AL,," Rp 64,380 "
23/02/2023,20:07,Outlet Z,," Rp 483,900 "
23/02/2023,20:07,Outlet Z,," Rp 483,900 "
23/02/2023,20:07,Outlet Z,," Rp 483,900 "
23/02/2023,20:07,Outlet Z,," Rp 483,900 "
23/02/2023,20:07,Outlet Z,," Rp 483,900 "
23/02/2023,20:07,Outlet T,," Rp 93,000 "
23/02/2023,20:07,Outlet T,," Rp 93,000 "
23/02/2023,20:07,Outlet AQ,," Rp 85,000 "
23/02/2023,20:07,Outlet J,," Rp 115,000 "
23/02/2023,20:06,Outlet G,," Rp 143,000 "
23/02/2023,20:06,Outlet G,," Rp 143,000 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet V,," Rp 1,553,640 "
23/02/2023,20:05,Outlet M,,
23/02/2023,20:03,Outlet AA,Location B," Rp 49,800 "
23/02/2023,20:03,Outlet AA,Location B," Rp 49,800 "
23/02/2023,20:03,Outlet G,," Rp 347,600 "
23/02/2023,20:03,Outlet AE,," Rp 33,000 "
23/02/2023,20:02,Outlet Z,," Rp 443,100 "
23/02/2023,20:02,Outlet Z,," Rp 443,100 "
23/02/2023,20:02,Outlet Z,," Rp 443,100 "
23/02/2023,20:02,Outlet AR,," Rp 81,600 "
23/02/2023,20:02,Outlet AR,," Rp 81,600 "
23/02/2023,20:02,Outlet AR,," Rp 81,600 "
23/02/2023,20:01,Outlet T,," Rp 49,000 "
23/02/2023,20:01,Outlet G,," Rp 264,600 "
23/02/2023,20:01,Outlet D,Location A," Rp 10,000 "
23/02/2023,20:00,Outlet E,Location A," Rp 27,750 "
23/02/2023,20:00,Outlet E,Location A," Rp 27,750 "
23/02/2023,20:00,Outlet Z,," Rp 2,367,000 "
23/02/2023,20:00,Outlet T,," Rp 88,000 "
23/02/2023,20:00,Outlet Z,," Rp 2,367,000 "
23/02/2023,20:00,Outlet F,," Rp 50,000 "
23/02/2023,19:59,Outlet E,Location A," Rp 22,200 "
23/02/2023,19:58,Outlet Z,," Rp 577,200 "
23/02/2023,19:58,Outlet Z,," Rp 577,200 "
23/02/2023,19:58,Outlet Z,," Rp 577,200 "
23/02/2023,19:58,Outlet Z,," Rp 577,200 "
23/02/2023,19:58,Outlet Z,," Rp 577,200 "
23/02/2023,19:58,Outlet V,," Rp 535,535 "
23/02/2023,19:58,Outlet V,," Rp 535,535 "
23/02/2023,19:58,Outlet V,," Rp 535,535 "
23/02/2023,19:58,Outlet V,," Rp 535,535 "
23/02/2023,19:56,Outlet I,," Rp 39,000 "
23/02/2023,19:55,Outlet G,," Rp 273,900 "
23/02/2023,19:55,Outlet D,Location A," Rp 10,000 "
23/02/2023,19:55,Outlet AB,," Rp 55,000 "
23/02/2023,19:54,Outlet V,," Rp 839,201 "
23/02/2023,19:54,Outlet V,," Rp 839,201 "
23/02/2023,19:54,Outlet V,," Rp 839,201 "
23/02/2023,19:54,Outlet V,," Rp 839,201 "
23/02/2023,19:54,Outlet E,Location A," Rp 27,750 "
23/02/2023,19:53,Outlet S,," Rp 123,750 "
23/02/2023,19:53,Outlet T,," Rp 88,000 "
23/02/2023,19:52,Outlet J,," Rp 89,000 "
23/02/2023,19:52,Outlet AS,," Rp 20,000 "
23/02/2023,19:52,Outlet AS,," Rp 20,000 "
23/02/2023,19:52,Outlet E,Location A," Rp 22,200 "
23/02/2023,19:52,Outlet S,," Rp 106,250 "
23/02/2023,19:52,Outlet AM,," Rp 39,000 "
23/02/2023,19:52,Outlet E,Location A," Rp 22,200 "
23/02/2023,19:52,Outlet AB,," Rp 55,000 "
23/02/2023,19:51,Outlet AS,," Rp 20,000 "
23/02/2023,19:51,Outlet AS,," Rp 20,000 "
23/02/2023,19:51,Outlet E,Location A," Rp 27,750 "
23/02/2023,19:51,Outlet E,Location A," Rp 27,750 "
23/02/2023,19:51,Outlet V,," Rp 317,790 "
23/02/2023,19:51,Outlet E,Location A," Rp 27,750 "
23/02/2023,19:51,Outlet Q,," Rp 23,000 "
23/02/2023,19:51,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:50,Outlet E,Location A," Rp 22,200 "
23/02/2023,19:50,Outlet AH,," Rp 36,000 "
23/02/2023,19:50,Outlet D,Location A," Rp 10,000 "
23/02/2023,19:50,Outlet AH,," Rp 36,000 "
23/02/2023,19:50,Outlet I,," Rp 74,000 "
23/02/2023,19:50,Outlet I,," Rp 74,000 "
23/02/2023,19:49,Outlet V,," Rp 27,820 "
23/02/2023,19:49,Outlet D,Location A," Rp 10,000 "
23/02/2023,19:49,Outlet AT,," Rp 24,000 "
23/02/2023,19:49,Outlet V,," Rp 27,820 "
23/02/2023,19:48,Outlet AQ,," Rp 114,500 "
23/02/2023,19:48,Outlet AQ,," Rp 114,500 "
23/02/2023,19:48,Outlet AQ,," Rp 114,500 "
23/02/2023,19:48,Outlet Z,," Rp 483,900 "
23/02/2023,19:48,Outlet O,," Rp 50,000 "
23/02/2023,19:48,Outlet S,," Rp 233,750 "
23/02/2023,19:48,Outlet S,," Rp 233,750 "
23/02/2023,19:48,Outlet J,," Rp 104,000 "
23/02/2023,19:48,Outlet K,," Rp 14,500 "
23/02/2023,19:48,Outlet T,," Rp 49,000 "
23/02/2023,19:47,Outlet AT,," Rp 32,000 "
23/02/2023,19:47,Outlet AR,," Rp 85,100 "
23/02/2023,19:47,Outlet AR,," Rp 85,100 "
23/02/2023,19:47,Outlet AR,," Rp 85,100 "
23/02/2023,19:47,Outlet AA,Location B," Rp 49,800 "
23/02/2023,19:47,Outlet AA,Location B," Rp 49,800 "
23/02/2023,19:46,Outlet S,," Rp 118,750 "
23/02/2023,19:46,Outlet D,Location A," Rp 10,000 "
23/02/2023,19:46,Outlet V,," Rp 747,395 "
23/02/2023,19:46,Outlet V,," Rp 747,395 "
23/02/2023,19:46,Outlet O,," Rp 50,000 "
23/02/2023,19:45,Outlet AQ,," Rp 85,000 "
23/02/2023,19:45,Outlet AI,," Rp 40,000 "
23/02/2023,19:44,Outlet AM,," Rp 89,000 "
23/02/2023,19:44,Outlet AM,," Rp 89,000 "
23/02/2023,19:44,Outlet G,," Rp 523,600 "
23/02/2023,19:44,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:44,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:43,Outlet S,," Rp 123,750 "
23/02/2023,19:42,Outlet AU,," Rp 100,987 "
23/02/2023,19:42,Outlet AD,," Rp 116,600 "
23/02/2023,19:42,Outlet AD,," Rp 116,600 "
23/02/2023,19:42,Outlet AD,," Rp 116,600 "
23/02/2023,19:42,Outlet G,," Rp 151,600 "
23/02/2023,19:42,Outlet AL,," Rp 123,750 "
23/02/2023,19:42,Outlet AR,," Rp 81,600 "
23/02/2023,19:42,Outlet AR,," Rp 81,600 "
23/02/2023,19:42,Outlet AR,," Rp 81,600 "
23/02/2023,19:42,Outlet L,," Rp 42,000 "
23/02/2023,19:42,Outlet E,Location A," Rp 49,950 "
23/02/2023,19:42,Outlet E,Location A," Rp 49,950 "
23/02/2023,19:42,Outlet K,," Rp 17,500 "
23/02/2023,19:41,Outlet AU,," Rp 503,521 "
23/02/2023,19:41,Outlet AU,," Rp 503,521 "
23/02/2023,19:41,Outlet AU,," Rp 503,521 "
23/02/2023,19:41,Outlet AU,," Rp 503,521 "
23/02/2023,19:41,Outlet AU,," Rp 503,521 "
23/02/2023,19:41,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:41,Outlet AU,," Rp 409,596 "
23/02/2023,19:41,Outlet S,," Rp 123,750 "
23/02/2023,19:41,Outlet AU,," Rp 409,596 "
23/02/2023,19:41,Outlet M,," Rp 53,000 "
23/02/2023,19:41,Outlet AU,," Rp 409,596 "
23/02/2023,19:41,Outlet I,," Rp 52,000 "
23/02/2023,19:41,Outlet I,," Rp 52,000 "
23/02/2023,19:41,Outlet F,," Rp 50,000 "
23/02/2023,19:40,Outlet AU,," Rp 198,443 "
23/02/2023,19:40,Outlet AU,," Rp 198,443 "
23/02/2023,19:40,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:40,Outlet G,," Rp 316,800 "
23/02/2023,19:40,Outlet S,," Rp 118,750 "
23/02/2023,19:40,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:40,Outlet D,Location A," Rp 20,000 "
23/02/2023,19:40,Outlet AE,," Rp 49,500 "
23/02/2023,19:40,Outlet AE,," Rp 49,500 "
23/02/2023,19:40,Outlet K,," Rp 49,000 "
23/02/2023,19:40,Outlet K,," Rp 49,000 "
23/02/2023,19:40,Outlet K,," Rp 49,000 "
23/02/2023,19:40,Outlet K,," Rp 49,000 "
23/02/2023,19:39,Outlet AE,," Rp 44,000 "
23/02/2023,19:39,Outlet AU,," Rp 216,333 "
23/02/2023,19:39,Outlet AU,," Rp 216,333 "
23/02/2023,19:39,Outlet AV,," Rp 65,000 "
23/02/2023,19:39,Outlet G,," Rp 183,700 "
23/02/2023,19:39,Outlet S,," Rp 123,750 "
23/02/2023,19:39,Outlet G,," Rp 183,708 "
23/02/2023,19:39,Outlet L,," Rp 43,000 "
23/02/2023,19:38,Outlet AU,," Rp 397,591 "
23/02/2023,19:38,Outlet AU,," Rp 397,591 "
23/02/2023,19:38,Outlet AU,," Rp 397,591 "
23/02/2023,19:38,Outlet T,," Rp 44,000 "
