Date,Time,Outlet_Name,Outlet_Location,Total_Price
24/02/2023,18:16,Outlet L,," Rp 96,000 "
24/02/2023,18:15,Outlet AM,," Rp 43,000 "
24/02/2023,18:15,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:15,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:15,Outlet S,," Rp 123,750 "
24/02/2023,18:15,Outlet Q,," Rp 56,000 "
24/02/2023,18:15,Outlet Q,," Rp 56,000 "
24/02/2023,18:15,Outlet T,," Rp 44,000 "
24/02/2023,18:15,Outlet F,," Rp 40,000 "
24/02/2023,18:15,Outlet D,Location A," Rp 20,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet AS,," Rp 52,000 "
24/02/2023,18:14,Outlet AS,," Rp 52,000 "
24/02/2023,18:14,Outlet AS,," Rp 52,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet W,," Rp 73,000 "
24/02/2023,18:14,Outlet T,," Rp 44,000 "
24/02/2023,18:14,Outlet AT,," Rp 32,000 "
24/02/2023,18:13,Outlet F,," Rp 50,000 "
24/02/2023,18:13,Outlet D,Location A," Rp 16,000 "
24/02/2023,18:13,Outlet V,," Rp 164,780 "
24/02/2023,18:13,Outlet E,Location A," Rp 55,500 "
24/02/2023,18:12,Outlet T,," Rp 93,000 "
24/02/2023,18:12,Outlet T,," Rp 93,000 "
24/02/2023,18:12,Outlet F,," Rp 50,000 "
24/02/2023,18:12,Outlet H,," Rp 30,000 "
24/02/2023,18:12,Outlet E,Location A," Rp 27,750 "
24/02/2023,18:12,Outlet Y,," Rp 142,065 "
24/02/2023,18:11,Outlet G,," Rp 441,200 "
24/02/2023,18:11,Outlet V,," Rp 256,586 "
24/02/2023,18:11,Outlet V,," Rp 256,586 "
24/02/2023,18:11,Outlet S,," Rp 123,750 "
24/02/2023,18:11,Outlet AI,," Rp 40,000 "
24/02/2023,18:11,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:11,Outlet AM,," Rp 46,000 "
24/02/2023,18:11,Outlet T,," Rp 44,000 "
24/02/2023,18:11,Outlet AD,," Rp 57,200 "
24/02/2023,18:11,Outlet F,," Rp 50,000 "
24/02/2023,18:10,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:10,Outlet AT,," Rp 48,000 "
24/02/2023,18:10,Outlet AT,," Rp 48,000 "
24/02/2023,18:10,Outlet X,," Rp 79,200 "
24/02/2023,18:10,Outlet T,," Rp 44,000 "
24/02/2023,18:10,Outlet AQ,," Rp 44,000 "
24/02/2023,18:10,Outlet M,," Rp 36,000 "
24/02/2023,18:09,Outlet AC,," Rp 10,000 "
24/02/2023,18:09,Outlet AC,," Rp 10,000 "
24/02/2023,18:09,Outlet AC,," Rp 10,000 "
24/02/2023,18:09,Outlet AC,," Rp 10,000 "
24/02/2023,18:09,Outlet D,Location A," Rp 20,000 "
24/02/2023,18:09,Outlet U,," Rp 124,998 "
24/02/2023,18:09,Outlet U,," Rp 124,998 "
24/02/2023,18:09,Outlet AI,," Rp 40,000 "
24/02/2023,18:09,Outlet S,," Rp 123,750 "
24/02/2023,18:09,Outlet AH,," Rp 60,000 "
24/02/2023,18:09,Outlet R,," Rp 19,000 "
24/02/2023,18:08,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:08,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:08,Outlet M,," Rp 53,000 "
24/02/2023,18:08,Outlet F,," Rp 35,000 "
24/02/2023,18:08,Outlet T,," Rp 88,000 "
24/02/2023,18:08,Outlet AH,," Rp 12,000 "
24/02/2023,18:07,Outlet BO,," Rp 74,800 "
24/02/2023,18:07,Outlet BO,," Rp 74,800 "
24/02/2023,18:07,Outlet AS,," Rp 25,000 "
24/02/2023,18:07,Outlet BE,," Rp 109,000 "
24/02/2023,18:07,Outlet J,," Rp 89,000 "
24/02/2023,18:07,Outlet BO,," Rp 39,600 "
24/02/2023,18:07,Outlet AI,," Rp 80,000 "
24/02/2023,18:07,Outlet AI,," Rp 80,000 "
24/02/2023,18:06,Outlet I,," Rp 35,000 "
24/02/2023,18:06,Outlet S,," Rp 123,750 "
24/02/2023,18:06,Outlet AI,," Rp 40,000 "
24/02/2023,18:06,Outlet AE,," Rp 66,000 "
24/02/2023,18:06,Outlet AE,," Rp 66,000 "
24/02/2023,18:06,Outlet AE,," Rp 66,000 "
24/02/2023,18:06,Outlet J,," Rp 78,000 "
24/02/2023,18:05,Outlet BO,," Rp 39,600 "
24/02/2023,18:05,Outlet D,Location A," Rp 20,000 "
24/02/2023,18:05,Outlet AF,," Rp 120,000 "
24/02/2023,18:05,Outlet AE,," Rp 49,500 "
24/02/2023,18:05,Outlet F,," Rp 50,000 "
24/02/2023,18:05,Outlet L,," Rp 51,000 "
24/02/2023,18:05,Outlet L,," Rp 51,000 "
24/02/2023,18:05,Outlet J,," Rp 95,000 "
24/02/2023,18:05,Outlet T,," Rp 44,000 "
24/02/2023,18:04,Outlet AC,," Rp 18,000 "
24/02/2023,18:04,Outlet X,," Rp 87,120 "
24/02/2023,18:04,Outlet AS,," Rp 100,000 "
24/02/2023,18:04,Outlet G,," Rp 350,900 "
24/02/2023,18:04,Outlet Q,," Rp 92,000 "
24/02/2023,18:04,Outlet AO,," Rp 16,500 "
24/02/2023,18:04,Outlet M,," Rp 78,000 "
24/02/2023,18:04,Outlet M,," Rp 78,000 "
24/02/2023,18:04,Outlet F,," Rp 75,000 "
24/02/2023,18:04,Outlet F,," Rp 75,000 "
24/02/2023,18:04,Outlet J,," Rp 79,000 "
24/02/2023,18:04,Outlet AG,," Rp 52,000 "
24/02/2023,18:03,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:03,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:03,Outlet D,Location A," Rp 30,000 "
24/02/2023,18:03,Outlet E,Location A," Rp 22,200 "
24/02/2023,18:03,Outlet Q,," Rp 46,000 "
24/02/2023,18:03,Outlet M,," Rp 39,000 "
24/02/2023,18:03,Outlet T,," Rp 44,000 "
24/02/2023,18:03,Outlet AT,," Rp 24,000 "
24/02/2023,18:03,Outlet AF,," Rp 120,000 "
24/02/2023,18:03,Outlet S,," Rp 106,250 "
24/02/2023,18:03,Outlet G,," Rp 135,300 "
24/02/2023,18:03,Outlet AT,," Rp 24,000 "
24/02/2023,18:03,Outlet J,," Rp 79,000 "
24/02/2023,18:02,Outlet G,," Rp 137,100 "
24/02/2023,18:02,Outlet U,," Rp 103,998 "
24/02/2023,18:02,Outlet U,," Rp 103,998 "
24/02/2023,18:02,Outlet Q,," Rp 52,000 "
24/02/2023,18:02,Outlet AA,Location B," Rp 94,800 "
24/02/2023,18:02,Outlet AA,Location B," Rp 94,800 "
24/02/2023,18:02,Outlet AA,Location B," Rp 94,800 "
24/02/2023,18:02,Outlet S,," Rp 123,750 "
24/02/2023,18:02,Outlet Q,," Rp 52,000 "
24/02/2023,18:01,Outlet AT,," Rp 22,000 "
24/02/2023,18:01,Outlet F,," Rp 115,000 "
24/02/2023,18:01,Outlet F,," Rp 115,000 "
24/02/2023,18:01,Outlet F,," Rp 115,000 "
24/02/2023,18:01,Outlet J,," Rp 202,000 "
24/02/2023,18:01,Outlet J,," Rp 202,000 "
24/02/2023,18:01,Outlet AH,," Rp 60,000 "
24/02/2023,18:01,Outlet AH,," Rp 60,000 "
24/02/2023,18:01,Outlet AI,," Rp 40,000 "
24/02/2023,18:01,Outlet AH,," Rp 60,000 "
24/02/2023,18:01,Outlet AH,," Rp 60,000 "
24/02/2023,18:01,Outlet AA,Location B," Rp 24,900 "
24/02/2023,18:00,Outlet S,," Rp 123,750 "
24/02/2023,18:00,Outlet BO,," Rp 112,200 "
24/02/2023,18:00,Outlet BO,," Rp 112,200 "
24/02/2023,18:00,Outlet AM,," Rp 46,000 "
24/02/2023,18:00,Outlet AM,," Rp 46,000 "
24/02/2023,18:00,Outlet J,," Rp 87,000 "
24/02/2023,18:00,Outlet K,," Rp 67,000 "
24/02/2023,18:00,Outlet K,," Rp 67,000 "
24/02/2023,17:59,Outlet U,," Rp 45,000 "
24/02/2023,17:59,Outlet AA,Location B," Rp 94,800 "
24/02/2023,17:59,Outlet AA,Location B," Rp 94,800 "
24/02/2023,17:59,Outlet AA,Location B," Rp 94,800 "
24/02/2023,17:59,Outlet K,," Rp 29,000 "
24/02/2023,17:59,Outlet S,," Rp 106,250 "
24/02/2023,17:59,Outlet I,," Rp 39,000 "
24/02/2023,17:59,Outlet AH,," Rp 60,000 "
24/02/2023,17:59,Outlet AH,," Rp 60,000 "
24/02/2023,17:59,Outlet G,," Rp 245,300 "
24/02/2023,17:59,Outlet F,," Rp 40,000 "
24/02/2023,17:58,Outlet AL,," Rp 83,250 "
24/02/2023,17:58,Outlet J,," Rp 79,000 "
24/02/2023,17:58,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:58,Outlet S,," Rp 123,750 "
24/02/2023,17:57,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:57,Outlet AZ,," Rp 50,000 "
24/02/2023,17:57,Outlet AE,," Rp 49,500 "
24/02/2023,17:57,Outlet J,," Rp 79,000 "
24/02/2023,17:56,Outlet S,," Rp 180,000 "
24/02/2023,17:56,Outlet S,," Rp 180,000 "
24/02/2023,17:56,Outlet AM,," Rp 85,000 "
24/02/2023,17:56,Outlet AM,," Rp 85,000 "
24/02/2023,17:56,Outlet AL,," Rp 61,050 "
24/02/2023,17:56,Outlet Q,," Rp 46,000 "
24/02/2023,17:56,Outlet C,Location A," Rp 45,000 "
24/02/2023,17:55,Outlet AA,Location B," Rp 49,800 "
24/02/2023,17:55,Outlet E,Location A," Rp 27,750 "
24/02/2023,17:54,Outlet J,," Rp 102,000 "
24/02/2023,17:54,Outlet F,," Rp 35,000 "
24/02/2023,17:54,Outlet S,," Rp 123,750 "
24/02/2023,17:54,Outlet J,," Rp 87,000 "
24/02/2023,17:54,Outlet AU,," Rp 437,609 "
24/02/2023,17:54,Outlet AU,," Rp 437,609 "
24/02/2023,17:54,Outlet AU,," Rp 437,609 "
24/02/2023,17:54,Outlet AU,," Rp 437,609 "
24/02/2023,17:54,Outlet Q,," Rp 52,000 "
24/02/2023,17:53,Outlet L,," Rp 42,000 "
24/02/2023,17:53,Outlet C,Location A," Rp 45,000 "
24/02/2023,17:53,Outlet F,," Rp 50,000 "
24/02/2023,17:53,Outlet AU,," Rp 811,660 "
24/02/2023,17:53,Outlet AU,," Rp 811,660 "
24/02/2023,17:53,Outlet AU,," Rp 811,660 "
24/02/2023,17:53,Outlet AU,," Rp 811,660 "
24/02/2023,17:53,Outlet AU,," Rp 811,660 "
24/02/2023,17:52,Outlet S,," Rp 123,750 "
24/02/2023,17:52,Outlet AS,," Rp 100,000 "
24/02/2023,17:52,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:52,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:52,Outlet AT,," Rp 42,000 "
24/02/2023,17:52,Outlet AT,," Rp 42,000 "
24/02/2023,17:52,Outlet J,," Rp 87,000 "
24/02/2023,17:52,Outlet AZ,," Rp 200,000 "
24/02/2023,17:51,Outlet F,," Rp 40,000 "
24/02/2023,17:50,Outlet S,," Rp 123,750 "
24/02/2023,17:50,Outlet K,," Rp 29,000 "
24/02/2023,17:50,Outlet C,Location A," Rp 35,000 "
24/02/2023,17:50,Outlet T,," Rp 44,000 "
24/02/2023,17:49,Outlet J,," Rp 135,000 "
24/02/2023,17:49,Outlet I,," Rp 20,000 "
24/02/2023,17:49,Outlet S,," Rp 242,500 "
24/02/2023,17:49,Outlet S,," Rp 242,500 "
24/02/2023,17:49,Outlet T,," Rp 49,000 "
24/02/2023,17:48,Outlet K,," Rp 48,000 "
24/02/2023,17:48,Outlet K,," Rp 48,000 "
24/02/2023,17:48,Outlet T,," Rp 49,000 "
24/02/2023,17:48,Outlet F,," Rp 70,000 "
24/02/2023,17:48,Outlet AL,," Rp 61,050 "
24/02/2023,17:48,Outlet V,," Rp 612,040 "
24/02/2023,17:48,Outlet V,," Rp 612,040 "
24/02/2023,17:48,Outlet V,," Rp 612,040 "
24/02/2023,17:48,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:48,Outlet W,," Rp 71,000 "
24/02/2023,17:48,Outlet W,," Rp 71,000 "
24/02/2023,17:48,Outlet W,," Rp 71,000 "
24/02/2023,17:48,Outlet AE,," Rp 49,500 "
24/02/2023,17:47,Outlet K,," Rp 29,000 "
24/02/2023,17:47,Outlet Y,," Rp 142,065 "
24/02/2023,17:47,Outlet Y,," Rp 142,065 "
24/02/2023,17:47,Outlet Y,," Rp 142,065 "
24/02/2023,17:47,Outlet Q,," Rp 52,000 "
24/02/2023,17:47,Outlet V,," Rp 494,340 "
24/02/2023,17:47,Outlet V,," Rp 494,340 "
24/02/2023,17:47,Outlet V,," Rp 494,340 "
24/02/2023,17:47,Outlet T,," Rp 93,000 "
24/02/2023,17:47,Outlet T,," Rp 93,000 "
24/02/2023,17:47,Outlet E,Location A," Rp 49,950 "
24/02/2023,17:47,Outlet E,Location A," Rp 49,950 "
24/02/2023,17:46,Outlet G,," Rp 380,600 "
24/02/2023,17:46,Outlet S,," Rp 123,750 "
24/02/2023,17:46,Outlet AD,," Rp 1,150 "
24/02/2023,17:46,Outlet W,," Rp 70,000 "
24/02/2023,17:46,Outlet W,," Rp 70,000 "
24/02/2023,17:46,Outlet W,," Rp 70,000 "
24/02/2023,17:46,Outlet AT,," Rp 24,000 "
24/02/2023,17:46,Outlet F,," Rp 70,000 "
24/02/2023,17:44,Outlet AY,," Rp 65,000 "
24/02/2023,17:44,Outlet Q,," Rp 46,000 "
24/02/2023,17:44,Outlet Q,," Rp 46,000 "
24/02/2023,17:44,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:44,Outlet AF,," Rp 175,000 "
24/02/2023,17:44,Outlet AF,," Rp 175,000 "
24/02/2023,17:44,Outlet S,," Rp 123,750 "
24/02/2023,17:44,Outlet BE,," Rp 208,000 "
24/02/2023,17:44,Outlet BE,," Rp 208,000 "
24/02/2023,17:43,Outlet X,," Rp 378,400 "
24/02/2023,17:43,Outlet X,," Rp 378,400 "
24/02/2023,17:43,Outlet X,," Rp 378,400 "
24/02/2023,17:43,Outlet T,," Rp 142,000 "
24/02/2023,17:43,Outlet T,," Rp 142,000 "
24/02/2023,17:42,Outlet O,," Rp 25,000 "
24/02/2023,17:42,Outlet F,," Rp 40,000 "
24/02/2023,17:42,Outlet G,," Rp 93,200 "
24/02/2023,17:42,Outlet C,Location A," Rp 70,000 "
24/02/2023,17:42,Outlet F,," Rp 40,000 "
24/02/2023,17:42,Outlet AF,," Rp 110,000 "
24/02/2023,17:41,Outlet E,Location A," Rp 22,200 "
24/02/2023,17:41,Outlet BE,," Rp 75,000 "
24/02/2023,17:41,Outlet AF,," Rp 110,000 "
24/02/2023,17:41,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:41,Outlet F,," Rp 40,000 "
24/02/2023,17:40,Outlet U,," Rp 74,999 "
24/02/2023,17:40,Outlet G,," Rp 131,000 "
24/02/2023,17:40,Outlet S,," Rp 118,750 "
24/02/2023,17:39,Outlet AF,," Rp 285,000 "
24/02/2023,17:39,Outlet AF,," Rp 285,000 "
24/02/2023,17:39,Outlet AY,," Rp 44,000 "
24/02/2023,17:39,Outlet F,," Rp 70,000 "
24/02/2023,17:39,Outlet AT,," Rp 24,000 "
24/02/2023,17:39,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:39,Outlet F,," Rp 40,000 "
24/02/2023,17:39,Outlet BO,," Rp 91,300 "
24/02/2023,17:39,Outlet BO,," Rp 91,300 "
24/02/2023,17:39,Outlet T,," Rp 93,000 "
24/02/2023,17:39,Outlet T,," Rp 93,000 "
24/02/2023,17:38,Outlet AM,," Rp 78,000 "
24/02/2023,17:38,Outlet AM,," Rp 78,000 "
24/02/2023,17:38,Outlet S,," Rp 230,000 "
24/02/2023,17:38,Outlet S,," Rp 230,000 "
24/02/2023,17:38,Outlet G,," Rp 245,300 "
24/02/2023,17:38,Outlet AI,," Rp 50,000 "
24/02/2023,17:37,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:37,Outlet BO,," Rp 91,300 "
24/02/2023,17:37,Outlet BO,," Rp 91,300 "
24/02/2023,17:37,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:37,Outlet F,," Rp 100,000 "
24/02/2023,17:37,Outlet S,," Rp 123,750 "
24/02/2023,17:36,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:35,Outlet W,," Rp 46,000 "
24/02/2023,17:35,Outlet W,," Rp 46,000 "
24/02/2023,17:35,Outlet J,," Rp 95,000 "
24/02/2023,17:35,Outlet S,," Rp 106,250 "
24/02/2023,17:35,Outlet U,," Rp 74,999 "
24/02/2023,17:35,Outlet G,," Rp 107,800 "
24/02/2023,17:35,Outlet T,," Rp 49,000 "
24/02/2023,17:34,Outlet F,," Rp 100,000 "
24/02/2023,17:34,Outlet AM,," Rp 39,000 "
24/02/2023,17:34,Outlet S,," Rp 123,750 "
24/02/2023,17:34,Outlet J,," Rp 89,000 "
24/02/2023,17:34,Outlet AT,," Rp 16,000 "
24/02/2023,17:34,Outlet H,," Rp 60,000 "
24/02/2023,17:34,Outlet H,," Rp 60,000 "
24/02/2023,17:34,Outlet AB,," Rp 110,000 "
24/02/2023,17:34,Outlet AB,," Rp 110,000 "
24/02/2023,17:33,Outlet T,," Rp 49,000 "
24/02/2023,17:33,Outlet AM,," Rp 43,000 "
24/02/2023,17:33,Outlet S,," Rp 123,750 "
24/02/2023,17:33,Outlet F,," Rp 50,000 "
24/02/2023,17:32,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:32,Outlet J,," Rp 115,000 "
24/02/2023,17:31,Outlet AT,," Rp 53,000 "
24/02/2023,17:31,Outlet AT,," Rp 53,000 "
24/02/2023,17:31,Outlet Q,," Rp 23,000 "
24/02/2023,17:31,Outlet S,," Rp 123,750 "
24/02/2023,17:31,Outlet AI,," Rp 40,000 "
24/02/2023,17:31,Outlet BO,," Rp 55,000 "
24/02/2023,17:31,Outlet F,," Rp 110,000 "
24/02/2023,17:31,Outlet F,," Rp 110,000 "
24/02/2023,17:31,Outlet M,," Rp 39,000 "
24/02/2023,17:30,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:30,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:30,Outlet F,," Rp 105,000 "
24/02/2023,17:30,Outlet F,," Rp 105,000 "
24/02/2023,17:30,Outlet J,," Rp 254,000 "
24/02/2023,17:30,Outlet J,," Rp 254,000 "
24/02/2023,17:30,Outlet T,," Rp 44,000 "
24/02/2023,17:29,Outlet K,," Rp 30,000 "
24/02/2023,17:29,Outlet K,," Rp 30,000 "
24/02/2023,17:29,Outlet AT,," Rp 16,000 "
24/02/2023,17:29,Outlet S,," Rp 123,750 "
24/02/2023,17:29,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:29,Outlet F,," Rp 50,000 "
24/02/2023,17:28,Outlet S,," Rp 123,750 "
24/02/2023,17:27,Outlet AD,," Rp 49,500 "
24/02/2023,17:27,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:27,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:27,Outlet AF,," Rp 120,000 "
24/02/2023,17:27,Outlet F,," Rp 80,000 "
24/02/2023,17:27,Outlet J,," Rp 89,000 "
24/02/2023,17:27,Outlet BB,," Rp 35,000 "
24/02/2023,17:27,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:27,Outlet E,Location A," Rp 55,500 "
24/02/2023,17:27,Outlet AB,," Rp 55,000 "
24/02/2023,17:27,Outlet S,," Rp 106,250 "
24/02/2023,17:26,Outlet I,," Rp 69,000 "
24/02/2023,17:26,Outlet I,," Rp 69,000 "
24/02/2023,17:26,Outlet AD,," Rp 60,500 "
24/02/2023,17:26,Outlet T,," Rp 44,000 "
24/02/2023,17:26,Outlet K,," Rp 48,000 "
24/02/2023,17:26,Outlet K,," Rp 48,000 "
24/02/2023,17:26,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:26,Outlet F,," Rp 40,000 "
24/02/2023,17:26,Outlet S,," Rp 85,000 "
24/02/2023,17:25,Outlet AB,," Rp 55,000 "
24/02/2023,17:25,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:25,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:25,Outlet R,," Rp 22,000 "
24/02/2023,17:25,Outlet AT,," Rp 44,000 "
24/02/2023,17:25,Outlet D,Location A," Rp 30,000 "
24/02/2023,17:24,Outlet F,," Rp 50,000 "
24/02/2023,17:24,Outlet F,," Rp 35,000 "
24/02/2023,17:23,Outlet S,," Rp 23,750 "
24/02/2023,17:23,Outlet U,," Rp 45,000 "
24/02/2023,17:23,Outlet E,Location A," Rp 27,750 "
24/02/2023,17:23,Outlet AF,," Rp 45,000 "
24/02/2023,17:23,Outlet I,," Rp 26,000 "
24/02/2023,17:23,Outlet S,," Rp 123,750 "
24/02/2023,17:23,Outlet H,," Rp 30,000 "
24/02/2023,17:23,Outlet J,," Rp 115,000 "
24/02/2023,17:23,Outlet BC,Location B," Rp 29,000 "
24/02/2023,17:22,Outlet AZ,," Rp 50,000 "
24/02/2023,17:22,Outlet F,," Rp 50,000 "
24/02/2023,17:22,Outlet M,," Rp 36,000 "
24/02/2023,17:22,Outlet AH,," Rp 12,000 "
24/02/2023,17:22,Outlet AF,," Rp 45,000 "
24/02/2023,17:22,Outlet J,," Rp 79,000 "
24/02/2023,17:21,Outlet G,," Rp 154,000 "
24/02/2023,17:21,Outlet F,," Rp 50,000 "
24/02/2023,17:21,Outlet S,," Rp 118,750 "
24/02/2023,17:21,Outlet H,," Rp 30,000 "
24/02/2023,17:20,Outlet J,," Rp 135,000 "
24/02/2023,17:20,Outlet BC,Location B," Rp 58,000 "
24/02/2023,17:20,Outlet BC,Location B," Rp 58,000 "
24/02/2023,17:20,Outlet W,," Rp 49,000 "
24/02/2023,17:20,Outlet W,," Rp 49,000 "
24/02/2023,17:20,Outlet AA,Location B," Rp 24,900 "
24/02/2023,17:19,Outlet F,," Rp 50,000 "
24/02/2023,17:19,Outlet AT,," Rp 22,000 "
24/02/2023,17:19,Outlet E,Location A," Rp 22,200 "
24/02/2023,17:19,Outlet J,," Rp 115,000 "
24/02/2023,17:19,Outlet F,," Rp 35,000 "
24/02/2023,17:18,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:17,Outlet G,," Rp 233,200 "
24/02/2023,17:17,Outlet AF,," Rp 55,000 "
24/02/2023,17:17,Outlet J,," Rp 87,000 "
24/02/2023,17:17,Outlet G,," Rp 231,000 "
24/02/2023,17:17,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:17,Outlet T,," Rp 44,000 "
24/02/2023,17:17,Outlet S,," Rp 123,750 "
24/02/2023,17:17,Outlet F,," Rp 50,000 "
24/02/2023,17:16,Outlet G,," Rp 233,200 "
24/02/2023,17:16,Outlet AT,," Rp 16,000 "
24/02/2023,17:16,Outlet E,Location A," Rp 22,200 "
24/02/2023,17:16,Outlet G,," Rp 233,200 "
24/02/2023,17:16,Outlet J,," Rp 79,000 "
24/02/2023,17:16,Outlet S,," Rp 187,500 "
24/02/2023,17:16,Outlet S,," Rp 187,500 "
24/02/2023,17:16,Outlet K,," Rp 52,000 "
24/02/2023,17:16,Outlet K,," Rp 52,000 "
24/02/2023,17:15,Outlet F,," Rp 50,000 "
24/02/2023,17:15,Outlet T,," Rp 49,000 "
24/02/2023,17:14,Outlet AT,," Rp 62,000 "
24/02/2023,17:14,Outlet AT,," Rp 62,000 "
24/02/2023,17:14,Outlet AT,," Rp 62,000 "
24/02/2023,17:14,Outlet K,," Rp 96,000 "
24/02/2023,17:14,Outlet K,," Rp 96,000 "
24/02/2023,17:14,Outlet K,," Rp 96,000 "
24/02/2023,17:14,Outlet J,," Rp 135,000 "
24/02/2023,17:14,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:13,Outlet B,," Rp 190,400 "
24/02/2023,17:13,Outlet B,," Rp 190,400 "
24/02/2023,17:13,Outlet B,," Rp 190,400 "
24/02/2023,17:13,Outlet B,," Rp 190,400 "
24/02/2023,17:13,Outlet B,," Rp 190,400 "
24/02/2023,17:13,Outlet S,," Rp 118,750 "
24/02/2023,17:13,Outlet X,," Rp 79,200 "
24/02/2023,17:13,Outlet F,," Rp 50,000 "
24/02/2023,17:13,Outlet AQ,," Rp 85,000 "
24/02/2023,17:13,Outlet BB,," Rp 30,000 "
24/02/2023,17:13,Outlet D,Location A," Rp 10,000 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:13,Outlet B,," Rp 519,100 "
24/02/2023,17:12,Outlet Q,," Rp 63,000 "
24/02/2023,17:12,Outlet Q,," Rp 63,000 "
24/02/2023,17:12,Outlet Q,," Rp 63,000 "
24/02/2023,17:12,Outlet G,," Rp 209,000 "
24/02/2023,17:12,Outlet E,Location A," Rp 44,400 "
24/02/2023,17:12,Outlet G,," Rp 209,000 "
24/02/2023,17:12,Outlet AA,Location B," Rp 24,900 "
24/02/2023,17:11,Outlet B,," Rp 244,800 "
24/02/2023,17:11,Outlet B,," Rp 244,800 "
24/02/2023,17:11,Outlet B,," Rp 244,800 "
24/02/2023,17:11,Outlet B,," Rp 244,800 "
24/02/2023,17:11,Outlet B,," Rp 244,800 "
24/02/2023,17:11,Outlet F,," Rp 70,000 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet B,," Rp 354,800 "
24/02/2023,17:10,Outlet S,," Rp 112,500 "
24/02/2023,17:10,Outlet AF,," Rp 110,000 "
24/02/2023,17:10,Outlet G,," Rp 384,700 "
24/02/2023,17:10,Outlet BH,," Rp 84,000 "
24/02/2023,17:10,Outlet I,," Rp 34,000 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:10,Outlet B,," Rp 385,500 "
24/02/2023,17:09,Outlet S,," Rp 118,750 "
24/02/2023,17:09,Outlet Q,," Rp 46,000 "
24/02/2023,17:08,Outlet T,," Rp 76,000 "
24/02/2023,17:08,Outlet T,," Rp 76,000 "
24/02/2023,17:08,Outlet B,," Rp 74,500 "
24/02/2023,17:08,Outlet B,," Rp 74,500 "
24/02/2023,17:08,Outlet D,Location A," Rp 20,000 "
24/02/2023,17:08,Outlet BH,," Rp 269,000 "
24/02/2023,17:08,Outlet E,Location A," Rp 22,200 "
24/02/2023,17:07,Outlet T,," Rp 49,000 "
24/02/2023,17:07,Outlet S,," Rp 123,750 "
